bcr_patient_barcode;dataset;GATA3;PTEN;XBP1;ESR1;MUC1;FN1;GAPDH
OV188;OV;-414175;1,22914E+14;-0.803083333333333;1,62733E+14;320675;-2,65117E+14;-0.659083333333333
OV189;OV;-5057;1,42486E+14;-0.442333333333333;278575;1941;-2,74496E+14;-0.97425
OV190;OV;-41145;-0.00321428571428571;-1,63242E+14;0.8535;219725;-1763125;-1,15692E+14
OV191;OV;-48535;0.140142857142857;-0.981;0.427166666666667;-0.856625;-3,27283E+14;-0.06025
OV192;OV;-485975;-1,53693E+14;-1,66783E+14;0.4495;304675;-1,39542E+14;-1,01608E+14
OV193;OV;-351025;-0.478642857142857;-0.577166666666667;26595;33605;-2,40908E+14;-0.409666666666667
OV194;OV;-47055;0.206571428571429;-2,17208E+14;2,23642E+14;0.676375;-0.789;-1,78142E+14
OV195;OV;-5177;0.636428571428571;-1,50267E+14;0.823666666666667;0.681;-3,05871E+14;-0.941
OV196;OV;-4206875;0.441142857142857;-0.826333333333333;2372;13125;-1,87029E+14;-1,18758E+14
OV197;OV;-39715;0.994857142857143;-2,10192E+14;1,60767E+14;30365;-1,38229E+14;-0.764
OV198;OV;-5467625;0.0142142857142857;-0.634916666666667;1,73158E+14;211875;-2,25183E+14;-1,49233E+14
OV199;OV;-3539625;0.500357142857143;-0.343083333333333;1,11467E+14;2534625;1,21767E+14;-0.475666666666667
OV200;OV;-345475;-0.00192857142857145;-2,18667E+14;1982;2572625;0.785125;-1,14342E+14
OV201;OV;-4043125;1,43179E+14;-0.541916666666667;139375;2703375;-131525;-0.626
OV202;OV;-397925;-0.433214285714286;0.30825;1,86517E+14;2018125;-0.748458333333333;-0.512416666666667
OV203;OV;-388275;0.693214285714286;0.556416666666667;2,85842E+14;298725;-1,37167E+14;-1,91367E+14
OV204;OV;-42545;1,80821E+14;-1,24417E+14;1,51283E+14;186925;-2,51846E+14;-1,18033E+14
OV205;OV;-3942875;0.131;-0.59925;1,73583E+14;272675;-1,55892E+14;-0.663833333333333
OV206;OV;-3907375;-0.172857142857143;-0.4685;1,17967E+14;130875;-2,50171E+14;-1,22233E+14
OV207;OV;-36215;0.229285714285714;-16835;1,35542E+14;27095;-1,40321E+14;-0.271
OV208;OV;-4443875;0.290285714285714;-1,81467E+14;-3,42767E+14;0.54325;-2,05454E+14;-0.2965
OV209;OV;-5898625;0.452785714285714;-2,83392E+14;1,49517E+14;39075;-2,41871E+14;-1,70367E+14
OV210;OV;-485975;0.339285714285714;-0.260583333333333;1,50617E+14;2452125;-2,58329E+14;-1,35192E+14
OV211;OV;-371125;0.788642857142857;-0.5515;1,14333E+14;322725;-0.200166666666667;-120525
OV212;OV;-43905;0.545714285714286;-21595;22215;199325;-1,39254E+14;-1,23933E+14
OV213;OV;-3746875;-0.819285714285714;-129525;186075;2756;-0.8805;-1,58667E+14
OV214;OV;-5385875;1,56686E+14;-1,04267E+14;0.52425;3236125;-1,14746E+14;-0.510916666666667
OV215;OV;-3519625;-1,70086E+14;-0.924416666666667;2,41642E+14;23965;-2,21546E+14;-0.603083333333333
OV216;OV;-446675;0.744714285714286;-1,07683E+14;3,22058E+14;242175;-2,74954E+14;-103725
OV217;OV;-29235;-0.0151428571428571;-1,71442E+14;-1,80708E+14;0.19775;-2,34283E+14;0.0111666666666667
OV218;OV;-42845;0.880214285714286;-1806;1,27033E+14;0.311625;-0.141083333333333;-1,16442E+14
OV219;OV;-4353625;0.422428571428571;-0.184083333333333;2,02933E+14;34705;-2,83729E+14;-0.239583333333333
OV220;OV;-34485;0.199071428571429;-1,08383E+14;1,84867E+14;2506375;-2,87446E+14;-1,78408E+14
OV221;OV;-349525;-0.913;-2,31317E+14;1.12;226425;-0.779208333333333;-1,05667E+14
OV222;OV;-3859375;0.425;-2,07842E+14;-30495;191925;0.614625;-0.351916666666667
OV223;OV;-3409625;1,36564E+14;-155725;-0.06475;2544875;1,23383E+14;-0.2625
OV224;OV;-4552625;0.3505;-0.830416666666667;1,31458E+14;255125;-3138125;-1,33858E+14
OV225;OV;-358475;0.191928571428571;-1,44542E+14;-0.662583333333333;2635375;-0.713416666666667;-1,12408E+14
OV226;OV;-3501875;0.0808571428571428;-1,33167E+14;1,18008E+14;221475;-1,58729E+14;-0.905333333333333
OV227;OV;-4679875;-2,61386E+14;0.7185;186425;238475;-3,19221E+14;-0.206583333333333
OV228;OV;-3568;0.339071428571429;-1,80433E+14;246925;3162;-20045;-0.603583333333333
OV229;OV;-3872125;0.547142857142857;-125175;0.198583333333333;3123;-0.151;-1,35933E+14
OV230;OV;-50895;1014;-0.193333333333333;1,31142E+14;38465;-2769375;-0.713083333333333
OV231;OV;-4686125;1,21236E+14;-0.1205;12805;4062375;-3,36479E+14;-14375
OV232;OV;-442725;1,07021E+14;-0.723166666666667;2,29708E+14;3215625;-0.636291666666667;-1,72683E+14
OV233;OV;-4952;0.728214285714286;-10365;1,41492E+14;1779;0.668666666666667;-0.703416666666667
OV234;OV;-545075;1496;-112875;235825;185475;-3,83454E+14;-176325
OV235;OV;-4141625;1,04564E+14;-0.549416666666667;2,98758E+14;2636;0.647791666666667;-12095
OV236;OV;-4352;0.888714285714286;0.204083333333333;2464;241475;-2,03617E+14;-1,27783E+14
OV237;OV;-52985;0.273214285714286;-1,01167E+14;1,30567E+14;1790875;-1,04158E+14;-0.99
OV238;OV;-4532;1,19736E+14;-0.981583333333333;1,29717E+14;2250375;1163875;-1,98658E+14
OV239;OV;-453875;0.6265;-2,34617E+14;-316175;24555;-2,78358E+14;-0.893083333333333
OV240;OV;-428075;11445;-135025;157275;303575;1009125;-0.926833333333333
OV241;OV;-5117875;1,18479E+14;-13245;2,62758E+14;35725;-1401125;-1,40483E+14
OV242;OV;-5671125;0.968571428571429;-0.737333333333333;1,91658E+14;2134625;-2,00692E+14;-0.554333333333333
OV243;OV;-495425;0.480428571428571;-1,55967E+14;208275;3136625;-2,46383E+14;-0.819333333333333
OV244;OV;-3530875;1,00864E+14;-126425;20735;3025125;1401125;-0.98025
OV245;OV;-384875;1,47921E+14;-13425;266925;3821;0.9075;-163825
OV246;OV;-4625125;-0.173928571428571;-0.744416666666667;0.946416666666667;355625;-1,08292E+14;-102525
OV247;OV;-3290625;0.994214285714286;-0.384583333333333;231725;2847;0.100583333333333;-1,25467E+14
OV248;OV;-2794125;0.357642857142857;-196825;215275;-0.37925;-2988125;-1,63058E+14
OV249;OV;-4196625;0.120285714285714;-2006;1,93933E+14;285175;-1,63521E+14;-0.696833333333333
OV250;OV;-5180875;0.0877857142857143;0.0685833333333333;1,50292E+14;1894625;-3,25042E+14;-153475
OV251;OV;-4069125;0.305;0.54725;2,56033E+14;2447;-2,65542E+14;-10705
OV252;OV;-4043125;0.757285714285714;-0.959333333333333;2,52592E+14;3672;-2245875;-1,18842E+14
OV253;OV;-483975;0.479857142857143;-23445;2,81317E+14;2834625;-2,83304E+14;-2,06233E+14
OV254;OV;-463825;0.872428571428571;-2,33033E+14;1,62992E+14;1617125;-2,57208E+14;-1,02942E+14
OV255;OV;-4883;0.0414285714285714;-1,81292E+14;1,37683E+14;1900375;-3,72554E+14;-1,00342E+14
OV256;OV;-41925;1,35229E+14;0.73225;19125;2117625;0.407875;-1,08192E+14
OV257;OV;-4081125;1,94629E+14;0.398833333333333;198825;215575;1,12471E+14;-0.943916666666667
OV258;OV;-5179;2,07807E+14;-0.283166666666667;335875;1520875;-2,06917E+14;-0.567166666666667
OV259;OV;-4463125;1,06379E+14;-0.37225;240725;21325;-2,99067E+14;-0.954583333333333
OV260;OV;-4858;0.255285714285714;-0.81925;-3,29117E+14;-0.277875;0.6965;-112625
OV261;OV;-4185625;1,01107E+14;-0.693083333333333;227275;309575;-2193625;-12045
OV262;OV;-5039;0.0729285714285715;-1,59942E+14;22705;1462125;-2,51554E+14;-1,02367E+14
OV263;OV;-3643375;1333;-0.608666666666667;2,29767E+14;-0.20425;-2439375;-0.512833333333333
OV264;OV;-4136625;12215;-192675;2,12817E+14;23865;-2,85521E+14;-1,33192E+14
OV265;OV;-4472125;0.773428571428571;-0.0399166666666667;13585;2236125;-195775;-1,10108E+14
OV266;OV;-4160875;0.596642857142857;-0.748583333333333;2,01417E+14;231625;-3,11342E+14;-179675
OV267;OV;-331875;1,27614E+14;-0.544;1,08783E+14;14075;-264875;-1,19217E+14
OV268;OV;-4832125;0.798071428571429;-2,40483E+14;0.828333333333333;2626125;-3010625;-0.0916666666666666
OV269;OV;-3313375;1558;-1655;1,88242E+14;263875;-0.449458333333333;-1,60683E+14
OV270;OV;-413375;0.448642857142857;-0.418416666666667;1,90583E+14;215525;0.385958333333333;-0.776583333333333
OV271;OV;-3632375;1,00914E+14;-0.135083333333333;1,47333E+14;29455;2,49129E+14;-0.960083333333333
OV272;OV;-3952;0.874642857142857;-2,48333E+14;2,31833E+14;3135375;-3,31767E+14;-1,65492E+14
OV273;OV;-5253;-1,06114E+14;0.0206666666666667;1,03033E+14;0.609;-293525;-0.902083333333333
OV274;OV;-5136375;1,31893E+14;-0.915916666666667;2,11733E+14;2144;-2,54754E+14;-1,07633E+14
OV275;OV;-4998375;1,09136E+14;-0.138916666666667;2204;1957625;-2,35742E+14;-0.572333333333333
OV276;OV;-4627125;1,35171E+14;-303125;1,37217E+14;1799875;-2,26204E+14;-0.618583333333333
OV277;OV;-4707625;1,81071E+14;-1,01617E+14;2,55308E+14;25595;-1509375;-0.862333333333334
OV278;OV;-3483;1,54714E+14;0.6985;1,53933E+14;32245;-0.654083333333333;-0.241333333333333
OV279;OV;-4402625;0.317142857142857;-0.2095;3,23342E+14;238225;-1,37671E+14;-1,02692E+14
OV280;OV;-5237;0.4435;-0.97575;216575;2362;-3,16267E+14;-1,65192E+14
OV281;OV;-3948;0.925;0.443833333333333;1,00858E+14;283625;-2,75792E+14;-0.567583333333333
OV282;OV;-4344375;0.912285714285714;-2,16642E+14;1,57167E+14;249525;-0.336916666666667;-1,96533E+14
OV283;OV;-4597875;0.208571428571429;131975;0.975833333333333;3560875;-1,79642E+14;-0.970166666666667
OV284;OV;-3780625;1,37471E+14;-0.444333333333333;15695;21405;0.832666666666667;-1,50208E+14
OV285;OV;-399225;0.370142857142857;-0.951916666666667;1,50558E+14;1184125;0.568708333333333;-0.657416666666667
OV286;OV;-4252375;0.689;-268525;2,27458E+14;-0.14375;-0.572791666666667;-1,12783E+14
OV287;OV;-4493875;0.698285714285714;-1,06033E+14;2,75608E+14;213525;-2,63221E+14;-0.317583333333333
OV288;OV;-3759125;0.950928571428572;-0.0480833333333333;4,02867E+14;1.97;-157575;-0.263916666666667
OV289;OV;-4547375;0.0692857142857143;-1,90933E+14;1,48908E+14;2795875;-2,11829E+14;-118175
OV290;OV;-408175;0.867071428571429;0.891916666666667;256875;2585875;-2,43579E+14;-128025
OV291;OV;-3571625;-0.6165;-10125;2,17842E+14;375725;-0.0534583333333334;-0.5705
OV292;OV;-404975;0.729357142857143;0.334583333333333;2,66892E+14;2785375;-0.768041666666667;-10685
OV293;OV;-3407375;1,32829E+14;0.241333333333333;2615;3808125;-0.0307916666666666;-0.45875
OV294;OV;-568875;0.860428571428572;-0.67775;0.68725;30525;-3,42929E+14;0.726166666666667
OV295;OV;-4992875;-1,11386E+14;1,64233E+14;-3,51083E+14;0.902;-1337875;-1,15183E+14
OV296;OV;-5078125;1,32393E+14;0.108333333333333;2.41;3983375;-2,98829E+14;-0.396333333333333
OV297;OV;-5181625;0.469714285714286;-0.437916666666667;2,97217E+14;2764625;-1,49858E+14;-1,36033E+14
OV298;OV;-5061125;-0.0305714285714286;-0.32275;25485;40855;-208925;-0.219083333333333
OV299;OV;-4910125;0.5945;-0.1425;-0.754166666666667;283975;-3073875;-0.180666666666667
OV300;OV;-4139125;1,03914E+14;0.449;1,80417E+14;2619875;-0.473333333333333;-0.9275
OV301;OV;-5686625;-1944;-27745;3,45342E+14;3836375;-1,28667E+14;-0.3965
OV302;OV;-5731125;0.821785714285714;-1,05067E+14;2,50583E+14;0.641375;-0.357;-0.82825
OV303;OV;-4228625;1,21357E+14;-17215;2953;-0.44425;-1,11192E+14;-2,54242E+14
OV304;OV;-5008875;-1,66843E+14;-11275;1,88817E+14;2647;-3,36117E+14;-1,58808E+14
OV305;OV;-4361375;0.548428571428571;-2,04958E+14;1,60267E+14;24755;-3,21946E+14;-1,49658E+14
OV306;OV;-5909625;0.413214285714286;-2,09667E+14;1,29483E+14;338825;-1334875;0.0035
OV307;OV;-4.44;0.478785714285714;-1,72433E+14;2,64217E+14;23675;-1395125;-0.46475
OV308;OV;-4245625;1,75221E+14;-15595;2,88192E+14;25125;-0.814416666666667;-1,78383E+14
OV309;OV;-379425;-1,23736E+14;-0.241083333333333;-0.01725;266325;-0.626833333333333;-0.25025
OV310;OV;-412475;1,11207E+14;-0.185333333333333;2,67592E+14;302825;-1,77333E+14;-0.214333333333333
OV311;OV;-4573625;1,64579E+14;-0.510583333333333;20015;3214;-0.993375;-0.722
OV312;OV;-4464375;0.161571428571429;-0.54325;0.602083333333333;291775;0.367791666666667;-0.220583333333333
OV313;OV;-3497375;0.214;0.544083333333333;2,21608E+14;2812875;-0.712875;-0.500583333333333
OV314;OV;-4520125;12715;0.01925;2,17392E+14;3146;-0.372208333333333;0.159083333333333
OV315;OV;-4735;0.647285714285714;-0.388333333333333;2,47033E+14;2478;1395;0.146333333333333
OV316;OV;-44375;0.396357142857143;0.283333333333333;224575;27465;-1654625;-0.656583333333333
OV317;OV;-439325;1,14457E+14;-0.14825;1,31942E+14;26985;1,52871E+14;-0.9325
OV318;OV;-409675;0.479714285714286;-0.624916666666667;1,81958E+14;2838;-0.630333333333333;-0.6105
OV319;OV;-4579375;-1,42171E+14;-0.373916666666667;171125;378425;-2997125;-0.595083333333333
OV320;OV;-4236625;0.512357142857143;-0.27675;162075;2930125;0.892;0.53125
OV321;OV;-5844;0.288785714285714;-0.731333333333333;1,73208E+14;1076;-2982;-0.736166666666667
OV322;OV;-4600875;0.870357142857143;0.352416666666667;2,29558E+14;2719875;-1628875;-125875
OV323;OV;-3793125;1,77407E+14;-1,31008E+14;1,71242E+14;185775;-1,83542E+14;-0.811083333333333
OV324;OV;-4550875;0.6955;-1167;0.768083333333333;172375;-2,75533E+14;-0.825833333333334
OV325;OV;-0.937375;0.969214285714286;-13445;-5,03317E+14;0.009125;-374625;-2.25
OV326;OV;-4625875;1,66914E+14;0.327416666666667;27995;1773;-0.119375;-1,06417E+14
OV327;OV;-4325;1,48957E+14;-0.13;1,97767E+14;3574;-0.106416666666667;-0.587166666666667
OV328;OV;-52455;0.756357142857143;0.38725;349925;40685;-2,47283E+14;-0.295166666666667
OV329;OV;-4.48;0.741;-0.90275;1,48108E+14;3507875;0.839333333333333;-1,28467E+14
OV330;OV;-57705;0.720214285714286;-0.217416666666667;2,38167E+14;1734125;-2972;-0.342583333333333
OV331;OV;-4259;1,27429E+14;-0.0478333333333333;1,64567E+14;33985;-1,37071E+14;-0.827416666666667
OV332;OV;-4.71;18815;0.33775;21275;2295375;-1,74621E+14;-0.76
OV333;OV;-2.99;0.152;-1,71242E+14;235375;-0.01925;-1,95983E+14;0.03275
OV334;OV;-393075;0.919285714285714;-1,12667E+14;2,57908E+14;2740125;-2,22646E+14;-0.878
OV335;OV;-394025;0.966428571428572;0.84475;0.63475;3413125;0.518958333333333;-0.886833333333333
OV336;OV;-4859875;14165;-1,17292E+14;1,80567E+14;27115;0.140958333333333;-0.46275
OV337;OV;-548275;0.119928571428571;0.962416666666667;0.995833333333333;3205;-0.505625;-0.921
OV338;OV;-3680375;1,31871E+14;-0.38575;0.904083333333333;2029;1,07892E+14;-0.73625
OV339;OV;-4167125;1,92121E+14;0.0529166666666667;1447;3189625;-1,97633E+14;-0.9555
OV340;OV;-368425;1,64936E+14;-0.653333333333333;12775;1867875;1,48267E+14;-106725
OV341;OV;-3820875;1,20036E+14;0.944833333333333;2,14842E+14;0.9295;-22955;-0.0713333333333333
OV342;OV;-434125;0.956857142857143;-1,21042E+14;0.995916666666667;154925;0.690375;-1,20583E+14
OV343;OV;-4813;1,21071E+14;-0.503083333333333;1,83658E+14;3024125;-2,01421E+14;-0.506916666666667
OV344;OV;-4509625;0.921428571428571;0.409333333333333;1,61517E+14;2704;-3,01921E+14;-0.89825
OV345;OV;-4672875;0.1925;-0.17875;0.603166666666667;22525;-2,89804E+14;-1,22383E+14
OV346;OV;-421025;1,26064E+14;-1,92817E+14;1,36667E+14;2302375;0.549458333333333;-1,06442E+14
OV347;OV;-4263875;1,86986E+14;-0.945583333333333;1,94908E+14;0.994875;-1,61783E+14;-0.683
OV348;OV;-3438375;1,65329E+14;-1,29217E+14;3,26892E+14;28155;0.260833333333333;-1,24483E+14
OV349;OV;-3989375;0.995;-0.776916666666667;2,58317E+14;2104375;-2,65692E+14;-0.77175
OV350;OV;-3525875;-0.302785714285714;-1566;363075;2638625;-3192625;-120375
OV351;OV;-421825;-0.292142857142857;-124175;-3,37058E+14;-0.8245;-2127;-1,82267E+14
OV352;OV;-326925;0.192714285714286;0.8935;1,58583E+14;2138875;-2,67542E+14;-1,62917E+14
OV353;OV;-431575;1,91114E+14;-0.44225;0.21525;257675;1,54633E+14;-0.279583333333333
OV354;OV;-459575;0.769285714285714;-100375;2,92158E+14;2389625;-2,78942E+14;-1,08192E+14
OV355;OV;-558925;-1458;-0.305833333333333;218275;291725;-2795375;-0.235
OV356;OV;-3.66;0.689571428571429;-0.0669166666666667;2,26342E+14;-0.8445;-2,13379E+14;-0.206916666666667
OV357;OV;-455425;0.758714285714286;-154525;0.132583333333333;-0.208;-1,20233E+14;-0.736
OV358;OV;-4815375;0.343428571428571;-0.421416666666667;2,90067E+14;2831375;-1,58858E+14;-0.97225
OV359;OV;-5175;1,73421E+14;-1,47258E+14;328675;2948125;-289225;0.276166666666667
OV360;OV;-3833125;1,16014E+14;0.7365;0.410583333333333;1443375;2,10946E+14;-0.8145
OV361;OV;-5156375;0.799142857142857;-0.921083333333333;220375;3151625;-0.407333333333333;0.543416666666667
OV362;OV;-418675;1,47743E+14;-1,07967E+14;2,68133E+14;1893875;-2,34196E+14;-0.867166666666667
OV363;OV;-422325;1,50307E+14;-0.529583333333333;2,31792E+14;3271375;0.0475;-0.72
OV364;OV;-4716375;12665;-14645;16765;3514875;0.505791666666667;-115975
OV365;OV;-4652875;1,56057E+14;-2,05358E+14;1,83992E+14;2395375;0.277041666666667;-1,04092E+14
OV366;OV;-3927625;0.918071428571428;-1,68233E+14;18255;2690875;-0.829083333333334;0.23675
OV367;OV;-3785875;0.770642857142857;-0.00950000000000001;0.670583333333333;239775;-1,42079E+14;-1,90083E+14
OV368;OV;-46815;1,26193E+14;-0.510916666666667;1,75892E+14;3561375;-0.15575;-1,21633E+14
OV369;OV;-4.74;-0.175428571428571;-1,20858E+14;26455;2134625;-1881875;-1,92008E+14
OV370;OV;-4203125;1,69621E+14;0.664916666666667;0.985416666666667;187575;-0.0847916666666667;0.0136666666666667
OV371;OV;-4823875;1,45729E+14;-0.617;-0.137666666666667;-191775;-1,89483E+14;0.61975
OV372;OV;-4103625;1,11171E+14;0.23175;0.966166666666667;3602;-0.388416666666667;-16295
OV373;OV;-4706375;1,39714E+14;-1,38808E+14;0.893833333333333;3977125;-0.556541666666667;-1078
OV374;OV;-4783125;18155;-0.235666666666667;2,72158E+14;235975;1304125;-0.479833333333333
OV375;OV;-3945125;-0.0207142857142857;-0.595083333333333;1,09958E+14;323625;-311925;-2,09033E+14
OV376;OV;-3169125;-0.137071428571429;-2,56742E+14;0.626416666666667;38695;-2,19604E+14;-0.641416666666667
OV377;OV;-3965625;0.261928571428571;-1,05658E+14;169825;0.9795;-0.0860833333333333;-0.429083333333333
OV378;OV;-488525;0.427714285714286;0.102916666666667;1,23033E+14;2046625;-1,09383E+14;-0.531583333333333
OV379;OV;-3938;0.4905;0.352083333333333;-0.346416666666667;266275;0.0749166666666667;-1,95808E+14
OV380;OV;-4852875;-0.119285714285714;0.0330833333333334;2,11883E+14;1878125;-2216;-0.224333333333333
OV381;OV;-437025;0.274642857142857;-0.974916666666667;2,29842E+14;265475;-1699;-1,38492E+14
OV382;OV;-3948;0.300214285714286;0.00233333333333334;13955;291375;-2,14346E+14;-1,13783E+14
OV383;OV;-3737625;0.767714285714286;-166125;1,21858E+14;13335;0.0148333333333333;-0.928416666666667
OV384;OV;-435925;1,76857E+14;-134225;1,80542E+14;1176875;0.337916666666667;-1,33158E+14
OV385;OV;-46145;0.277857142857143;-1,82283E+14;1,73083E+14;2447625;-3,35917E+14;-180925
OV386;OV;-4,00543E+14;-0.0407142857142857;-1,42817E+14;2,06083E+14;274125;-2,62129E+14;-19485
OV387;OV;-4104625;1,29086E+14;-0.0861666666666667;1,55392E+14;3683125;-0.111083333333333;-1,16817E+14
OV388;OV;-3947875;1131;-0.142583333333333;232325;321975;-1,08479E+14;-1,19683E+14
OV389;OV;-4429375;0.269642857142857;-0.350916666666667;1557;27075;-1,40492E+14;-2084
OV390;OV;-4539875;-0.3905;-1,33442E+14;2,93842E+14;14465;-1,87083E+14;-0.148166666666667
OV391;OV;-5051875;1,18464E+14;0.447833333333333;-0.156666666666667;219475;-3,02008E+14;-0.9795
OV392;OV;-4459875;0.233285714285714;-0.7055;1,64358E+14;2599125;-2,23729E+14;-0.586583333333333
OV393;OV;-4338;0.404142857142857;-0.0655833333333334;0.864916666666667;26955;-0.364166666666667;-1,06317E+14
OV394;OV;-495675;0.700071428571429;-0.174416666666667;1,95908E+14;220475;-0.0647083333333333;-128125
OV395;OV;-396125;1,59229E+14;0.2955;16015;18875;0.90275;-0.663166666666667
OV396;OV;-3751125;-0.195785714285714;-1,54592E+14;0.820166666666667;2797;-0.5915;-1,01167E+14
OV397;OV;-4292125;0.734785714285714;-0.794;0.624416666666667;2841;-0.149208333333333;-1,02892E+14
OV398;OV;-4926125;0.923571428571429;-0.680916666666667;157225;3781625;-1,43779E+14;-1,14583E+14
OV399;OV;-4909625;0.879428571428572;0.138833333333333;1774;27805;-3,11967E+14;-1,87492E+14
OV400;OV;-497675;0.2785;-1,51092E+14;-2,12858E+14;-1189125;-2,35558E+14;-1,48842E+14
OV401;OV;-3601;-0.67;-2,35433E+14;1,78433E+14;0.258375;-2,81983E+14;-1,80692E+14
OV402;OV;-4118625;1,38086E+14;-0.85375;1,52192E+14;1618125;-1,28229E+14;-147125
OV403;OV;-3941125;1,04243E+14;-0.921;0.766583333333333;1763875;-0.632625;-143475
OV404;OV;-441275;0.577714285714286;-0.123666666666667;2,50617E+14;1732875;-315625;-1,19108E+14
OV405;OV;-3660625;0.1385;0.894583333333333;0.763666666666667;-0.277125;-1,80704E+14;-0.653833333333333
OV406;OV;-4086625;0.871642857142857;-0.937083333333333;1,55492E+14;2421125;-1,27471E+14;-0.701916666666667
OV407;OV;-3592625;0.417928571428571;0.622333333333333;0.985583333333333;1847875;-1,82429E+14;-0.682166666666667
OV408;OV;-4467625;-0.0873571428571429;-0.21925;1,72233E+14;2497875;-1,58946E+14;-0.955416666666667
OV409;OV;-50285;1,47564E+14;-0.625416666666667;3,37983E+14;253625;-0.415583333333333;-0.42225
OV410;OV;-4490125;0.955071428571428;-0.601666666666667;3,07508E+14;2556375;-1,51867E+14;-0.731666666666667
OV411;OV;-4727375;0.823571428571429;-0.36625;1,54542E+14;2.7;-2577625;0.0146666666666667
OV412;OV;-406925;1,15593E+14;1227;21465;2960375;-0.904583333333333;-150875
OV413;OV;-46265;1,30214E+14;-0.35675;-0.918666666666667;3516625;-2,04554E+14;-0.72425
OV414;OV;-41305;-0.307285714285714;0.052;-0.452;13965;-1,74679E+14;-1362
OV415;OV;-437775;1007;-25125;2,42683E+14;1167;-1,64033E+14;-173375
OV416;OV;-393325;0.507142857142857;-0.63425;1,05833E+14;2821;-1,22642E+14;-1,34983E+14
OV417;OV;-5423625;0.913071428571429;0.32475;2,48783E+14;2068875;-2,14808E+14;-0.315416666666667
OV418;OV;-3286875;1,70493E+14;-204925;0.794583333333333;2489125;1,14317E+14;-1,10733E+14
OV419;OV;-4805125;-0.143214285714286;-0.326333333333333;1,73992E+14;32495;-2,82483E+14;-1,87917E+14
OV420;OV;-401675;0.737857142857143;0.512583333333333;0.79825;19845;-0.0134166666666667;-1,77367E+14
OV421;OV;-3676125;0.926571428571429;-1913;129525;1956625;-2,86833E+14;-0.45525
OV422;OV;-4549875;0.474642857142857;-1455;1,45258E+14;3357375;-0.307125;-1,43642E+14
OV423;OV;-417875;-0.272285714285714;-0.157083333333333;0.60775;2171875;-1,71654E+14;-1649
OV424;OV;-3026;0.476714285714286;-1,21433E+14;0.418;4561875;0.696666666666667;-13125
OV425;OV;-484675;0.383785714285714;0.08825;1119;0.621;-2,26471E+14;-0.610083333333333
OV426;OV;-2585625;-1,34171E+14;-0.047;0.969666666666667;2717;-1,42258E+14;-0.84875
OV427;OV;-3452625;1,77157E+14;-0.914916666666667;190125;281975;0.568916666666667;-0.595833333333333
OV428;OV;-354275;0.746857142857143;-0.818916666666667;3,56608E+14;2819625;0.604291666666667;-0.239833333333333
OV429;OV;-4448375;0.0789999999999999;-1,09017E+14;1,57658E+14;1668;-2,66883E+14;-1,58592E+14
OV430;OV;-4094375;0.498142857142857;-1,81217E+14;164525;178625;0.446708333333333;-2,15092E+14
OV431;OV;-2857875;1,17336E+14;-22215;2282;219525;-1,01721E+14;0.0870833333333333
OV432;OV;-3566375;0.112571428571429;-0.170333333333333;163725;2215625;0.438083333333333;-1,49958E+14
OV433;OV;-3689375;1,83671E+14;-1,04408E+14;1,28092E+14;21285;0.247875;0.7045
OV434;OV;-410025;1,02621E+14;-19625;159375;1471125;0.779708333333334;-2,22492E+14
OV435;OV;-45195;-0.126928571428571;-0.6105;0.663916666666667;206925;-0.702833333333333;-0.837
OV436;OV;-4334625;0.158071428571429;0.04175;16805;3397375;0.482833333333333;-0.805166666666667
OV437;OV;-471225;0.412428571428571;-0.447583333333333;4,33458E+14;2523;-2,84967E+14;-1,86633E+14
OV438;OV;-4304625;-0.889214285714286;-0.303583333333333;2,69608E+14;2615125;0.797458333333333;-0.631666666666667
OV439;OV;-388825;0.634714285714286;-0.7915;1,72383E+14;2959;0.683291666666667;-145225
OV440;OV;-444875;1,73814E+14;-0.382583333333333;2,22942E+14;0.73;-2,74304E+14;-101375
OV441;OV;-336975;1,29171E+14;0.434666666666667;0.979333333333333;2832;0.737666666666667;-0.765166666666667
OV442;OV;-370025;0.341142857142857;-0.59075;0.917;1997875;1058375;-0.803
OV443;OV;-4285125;1,56071E+14;-0.15275;2,66067E+14;2354625;-1,78392E+14;-2,47792E+14
OV444;OV;-4272625;1.37;-0.695833333333333;0.477083333333333;2275125;0.499666666666667;-0.134833333333333
OV445;OV;-5066125;-13815;-0.8565;10435;2359375;-2,97929E+14;-124525
OV446;OV;-450425;1,00743E+14;0.586833333333333;139275;0.91975;-3,27404E+14;0.279583333333333
OV447;OV;-4422;0.257428571428571;-0.607666666666667;1,56258E+14;2173;-106075;-1,13817E+14
OV448;OV;-509575;0.968214285714286;-2437;3,21508E+14;-0.180625;-3085125;-0.350916666666667
OV449;OV;-3930125;0.842142857142857;0.245;-0.192583333333333;140975;1598875;-0.662166666666667
OV450;OV;-483575;0.1135;-1,73358E+14;1,54642E+14;1194375;-2,34929E+14;-0.489
OV451;OV;-4490875;0.827357142857143;-0.526083333333333;3,03042E+14;32085;-1,79729E+14;-1192
OV452;OV;-4125375;1,26857E+14;-0.778416666666667;139875;104225;0.882833333333333;0.281666666666667
OV453;OV;-426825;0.67;0.836;0.315666666666667;33735;-1,88346E+14;-14345
OV454;OV;-3986125;1.92;-0.697916666666667;1368;3497875;-0.857833333333333;-1804
